"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.condition"	"Answer.foods"	"Answer.totalQuants"	"Answer.eatenQuants"	"Answer.preciseEatenQuants"	"Answer.quantifiers"	"Answer.conditions"	"Answer.upset"	"Answer.annoyed"	"Answer.angry"	"Answer.disgusted"	"Answer.excited"	"Answer.happy"	"Answer.surprised"	"Answer.orders"	"Answer.personAs"	"Answer.personBs"	"Answer.gender"	"Answer.age"	"Answer.income"	"Answer.nativeLanguage"	"Answer.comments"
"3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"3DY668G4EOVPIZTRXNPWDQPY421EX0"	"Fun experiment about behavior!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take around 8 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.80"	"Wed Oct 22 09:33:32 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 22 17:53:32 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"3AAPLD8UCCIDIL0JFOWQDU42ZM8HTV"	11	"Approved"	"Thu Oct 23 03:59:37 PDT 2014"	"Wed Oct 22 11:15:31 PDT 2014"	"Wed Oct 22 11:19:37 PDT 2014"	"Wed Oct 22 16:17:51 PDT 2014"	""	""	""	""	"1"	"[""bananas"",""M&M's"",""bananas"",""M&M's"",""blueberries"",""cookies"",""pies"",""M&M's"",""strawberries"",""blueberries"",""cookies"",""bananas""]"	"[10,100,10,10,100,100,10,10,100,100,10,100]"	"[8,8,3,10,10,3,8,10,10,3,3,8]"	"[8,89,3,10,100,37,8,10,100,32,3,84]"	"[""some"",""some"",""all"",""all"",""all"",""some"",""all"",""some"",""some"",""all"",""some"",""all""]"	"[""true-some"",""true-some"",""hyperbolic"",""true-all"",""true-all"",""true-some"",""hyperbolic"",""literal-some"",""literal-some"",""hyperbolic"",""true-some"",""hyperbolic""]"	"[0.325,0.45,0.575,0.575,0.825,0.675,0.925,0.625,0.7,0.5,0.3,0.45]"	"[0.65,0.675,0.375,0.85,0.95,0.6,0.975,0.875,0.75,0.5,0.25,0.575]"	"[0.575,0.4,0.275,0.35,0.65,0.65,0.75,0.625,0.775,0.5,0.375,0.575]"	"[0.675,0.575,0.4,0.55,0.575,0.775,0.975,0.5,0.75,0.5,0.375,0.625]"	"[0.1,0.35,0.275,0.275,0.05,0.225,0.125,0.25,0.5,0.5,0.35,0.25]"	"[0.15,0.125,0.325,0.325,0.025,0.05,0.025,0.075,0.025,0.5,0.6,0.25]"	"[0.625,0.375,0.225,0.35,0.325,0.85,0.95,0.55,0.925,0.5,0.35,1]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""Nancy"",""Winston"",""Diana"",""Fiona"",""Edward"",""George"",""Cathy"",""Wendy"",""Tracy"",""Patrick"",""Stephanie"",""Victoria""]"	"[""Grace"",""Steven"",""David"",""Matt"",""Nathan"",""Lena"",""Larry"",""Kevin"",""Jake"",""Albert"",""Henry"",""Robert""]"	"""F"""	"""55"""	"""4"""	"""English"""	"""87 bananas - really?"""
"3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"3DY668G4EOVPIZTRXNPWDQPY421EX0"	"Fun experiment about behavior!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take around 8 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.80"	"Wed Oct 22 09:33:32 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 22 17:53:32 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"32AT8R96GLAH87TOQNYZM4X6RBWSUI"	12	"Approved"	"Thu Oct 23 03:59:47 PDT 2014"	"Wed Oct 22 11:16:48 PDT 2014"	"Wed Oct 22 11:19:47 PDT 2014"	"Wed Oct 22 16:17:51 PDT 2014"	""	""	""	""	"1"	"[""strawberries"",""strawberries"",""M&M's"",""strawberries"",""strawberries"",""strawberries"",""cookies"",""blueberries"",""pies"",""M&M's"",""cookies"",""bananas""]"	"[100,10,100,10,10,100,10,10,100,100,100,10]"	"[3,10,10,8,10,10,3,8,3,8,8,3]"	"[38,10,100,8,10,100,3,8,31,88,86,3]"	"[""some"",""all"",""some"",""some"",""some"",""all"",""all"",""all"",""all"",""some"",""all"",""some""]"	"[""true-some"",""true-all"",""literal-some"",""true-some"",""literal-some"",""true-all"",""hyperbolic"",""hyperbolic"",""hyperbolic"",""true-some"",""hyperbolic"",""true-some""]"	"[0.65,0.85,0.35,0.425,0.625,0.875,0.95,0.85,0.95,0.8,0.65,0.375]"	"[0.75,1,0.225,0.425,0.425,0.65,0.975,0.65,0.975,0.725,0.725,0.325]"	"[0.6,0.65,0.45,0.35,0.325,0.825,0.975,0.675,0.85,0.6,0.875,0.3]"	"[0.725,0.6,0.325,0.65,0.425,0.625,0.975,0.85,0.975,0.65,0.85,0.4]"	"[0.375,0.175,0.825,0.4,0.575,0.375,0.275,0.225,0.15,0.225,0.325,0.6]"	"[0.55,0.4,0.425,0.7,0.675,0.1,0.2,0.325,0.15,0.175,0.25,0.6]"	"[0.825,1,0.675,0.575,0.725,0.875,0.975,0.575,0.95,0.55,0.75,0.7]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""Wendy"",""Heather"",""Diana"",""Tom"",""Grace"",""Iris"",""Robert"",""Jane"",""Steven"",""Henry"",""Ivan"",""Patrick""]"	"[""Jake"",""Lena"",""Stephanie"",""Patty"",""George"",""Edward"",""Olga"",""Albert"",""Yvonne"",""Victor"",""Frank"",""Cathy""]"	"""M"""	"""25"""	"""0"""	"""english"""	""""""
"3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"3DY668G4EOVPIZTRXNPWDQPY421EX0"	"Fun experiment about behavior!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take around 8 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.80"	"Wed Oct 22 09:33:32 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 22 17:53:32 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"3BWI6RSP7GAE0DCACKLJNVF7I9QE71"	13	"Approved"	"Thu Oct 23 04:00:23 PDT 2014"	"Wed Oct 22 11:15:44 PDT 2014"	"Wed Oct 22 11:20:23 PDT 2014"	"Wed Oct 22 16:17:52 PDT 2014"	""	""	""	""	"1"	"[""blueberries"",""cookies"",""blueberries"",""strawberries"",""M&M's"",""bananas"",""M&M's"",""strawberries"",""strawberries"",""blueberries"",""cookies"",""M&M's""]"	"[10,100,100,100,10,10,100,10,10,10,100,100]"	"[8,10,10,8,8,3,8,3,10,10,3,3]"	"[8,100,100,85,8,3,81,3,10,10,35,31]"	"[""some"",""all"",""some"",""some"",""all"",""all"",""all"",""some"",""all"",""some"",""some"",""all""]"	"[""true-some"",""true-all"",""literal-some"",""true-some"",""hyperbolic"",""hyperbolic"",""hyperbolic"",""true-some"",""true-all"",""literal-some"",""true-some"",""hyperbolic""]"	"[0.35,0.5,0.575,0.5,0.55,0.2,0.5,0.45,0.55,0.55,0.425,0.4]"	"[0.375,0.5,0.6,0.475,0.575,0.1,0.5,0.175,0.55,0.55,0.45,0.425]"	"[0.425,0.475,0.5,0.5,0.5,0.2,0.55,0.45,0.525,0.575,0.425,0.425]"	"[0.3,0.325,0.575,0.5,0.55,0.1,0.5,0.2,0.35,0.575,0.4,0.425]"	"[0.15,0.275,0.325,0.575,0.5,0.35,0.425,0.5,0.375,0.55,0.55,0.5]"	"[0.25,0.375,0.375,0.5,0.5,0.325,0.425,0.55,0.425,0.425,0.575,0.55]"	"[0.725,0.4,0.575,0.5,0.55,0.225,0.5,0.375,0.525,0.4,0.55,0.4]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""Emma"",""Patrick"",""Ann"",""Rebecca"",""Winston"",""Frank"",""Jane"",""Victoria"",""Larry"",""David"",""Albert"",""Tracy""]"	"[""Heather"",""Matt"",""Robert"",""Diana"",""Barbara"",""Grace"",""Bob"",""Victor"",""Steven"",""Fiona"",""Nancy"",""Tom""]"	"""F"""	"""25"""	"""4"""	"""English"""	"""Fun survey!!!"""
"3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"3DY668G4EOVPIZTRXNPWDQPY421EX0"	"Fun experiment about behavior!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take around 8 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.80"	"Wed Oct 22 09:33:32 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 22 17:53:32 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"3P4RDNWND57J0DFY9C07B0I81XXJIM"	14	"Approved"	"Thu Oct 23 04:00:36 PDT 2014"	"Wed Oct 22 11:16:53 PDT 2014"	"Wed Oct 22 11:20:36 PDT 2014"	"Wed Oct 22 16:17:52 PDT 2014"	""	""	""	""	"1"	"[""cookies"",""blueberries"",""strawberries"",""M&M's"",""cookies"",""bananas"",""cookies"",""pies"",""blueberries"",""pies"",""pies"",""blueberries""]"	"[10,100,100,100,10,100,10,10,10,10,100,100]"	"[3,10,3,8,8,3,3,8,10,10,10,8]"	"[3,100,35,86,8,36,3,8,10,10,100,89]"	"[""some"",""all"",""all"",""some"",""all"",""some"",""all"",""some"",""some"",""all"",""some"",""all""]"	"[""true-some"",""true-all"",""hyperbolic"",""true-some"",""hyperbolic"",""true-some"",""hyperbolic"",""true-some"",""literal-some"",""true-all"",""literal-some"",""hyperbolic""]"	"[0.725,1,0.625,0.3,0.875,0.325,0.85,0.9,0.4,1,0.525,1]"	"[0.725,1,0.775,0.325,0.85,0.35,1,0.75,0.45,0.95,0.55,0.875]"	"[0.75,0.825,0.6,0.3,0.825,0.325,0.975,0.8,0.425,0.75,0.45,0.875]"	"[0.6,0.65,0.5,0.175,0.675,0.4,0.95,0.55,0.425,0.925,0.55,0.875]"	"[0.225,0,0.3,0.375,0.1,0.675,0.15,0.25,0.525,0.3,0.475,0.3]"	"[0.3,0,0.3,0.475,0.225,0.575,0.2,0.275,0.5,0.25,0.5,0.375]"	"[0.425,0.625,0.2,0.525,0.2,0.525,0.625,0.55,0.5,0.275,0.4,0.5]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""Fiona"",""Wendy"",""Bob"",""Iris"",""Patty"",""Cathy"",""Heather"",""Yvonne"",""Patrick"",""Kathy"",""Tracy"",""Olga""]"	"[""Victoria"",""Larry"",""Rebecca"",""Barbara"",""Lena"",""Jake"",""Jane"",""Stephanie"",""Tom"",""Nathan"",""George"",""Grace""]"	"""F"""	"""35"""	"""8"""	"""english"""	""""""
"3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"3DY668G4EOVPIZTRXNPWDQPY421EX0"	"Fun experiment about behavior!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take around 8 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.80"	"Wed Oct 22 09:33:32 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 22 17:53:32 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"32UTUBMZ7GXI401MKRM9S1PP1UJVB9"	15	"Approved"	"Thu Oct 23 04:01:28 PDT 2014"	"Wed Oct 22 11:17:04 PDT 2014"	"Wed Oct 22 11:21:28 PDT 2014"	"Wed Oct 22 16:17:52 PDT 2014"	""	""	""	""	"1"	"[""cookies"",""bananas"",""cookies"",""cookies"",""cookies"",""cookies"",""strawberries"",""pies"",""M&M's"",""strawberries"",""M&M's"",""bananas""]"	"[10,100,100,10,100,10,100,100,10,10,100,10]"	"[10,3,8,8,3,8,8,10,10,3,10,3]"	"[10,31,83,8,30,8,80,100,10,3,100,3]"	"[""all"",""all"",""all"",""all"",""some"",""some"",""some"",""some"",""some"",""all"",""all"",""some""]"	"[""true-all"",""hyperbolic"",""hyperbolic"",""hyperbolic"",""true-some"",""true-some"",""true-some"",""literal-some"",""literal-some"",""hyperbolic"",""true-all"",""true-some""]"	"[0.75,0.675,0.6,0.55,0.55,0.575,0.55,0.775,0.8,0.1,0.8,0.1]"	"[0.75,0.7,0.625,0.6,0.575,0.6,0.7,0.8,0.775,0.15,0.825,0.15]"	"[0.75,0.65,0.6,0.55,0.525,0.55,0.6,0.825,0.75,0.1,0.775,0.1]"	"[0.75,0.7,0.625,0.6,0.6,0.6,0.575,0.875,0.775,0.175,0.8,0.1]"	"[0.3,0.375,0.425,0.4,0.425,0.425,0.375,0.275,0.3,0.425,0.225,0.475]"	"[0.325,0.35,0.35,0.4,0.4,0.4,0.35,0.25,0.275,0.425,0.225,0.5]"	"[0.575,0.675,0.725,0.7,0.6,0.6,0.65,0.8,0.725,0.225,0.8,0.325]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""Stephanie"",""Steven"",""Robert"",""Henry"",""Oliver"",""Jake"",""Cathy"",""Mary"",""Heather"",""David"",""Tracy"",""Olga""]"	"[""Yvonne"",""Nathan"",""Jane"",""Kathy"",""Patty"",""Diana"",""Kevin"",""Lena"",""Emma"",""Tom"",""Victoria"",""Ivan""]"	"""F"""	"""45"""	"""10"""	"""english"""	""""""
"3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"3DY668G4EOVPIZTRXNPWDQPY421EX0"	"Fun experiment about behavior!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take around 8 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.80"	"Wed Oct 22 09:33:32 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 22 17:53:32 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"3Z7ISHFUH0WGBM8PICR2M5CKHZ58ZO"	16	"Approved"	"Thu Oct 23 04:01:47 PDT 2014"	"Wed Oct 22 11:15:21 PDT 2014"	"Wed Oct 22 11:21:47 PDT 2014"	"Wed Oct 22 16:17:52 PDT 2014"	""	""	""	""	"1"	"[""blueberries"",""pies"",""blueberries"",""M&M's"",""blueberries"",""cookies"",""blueberries"",""bananas"",""M&M's"",""cookies"",""cookies"",""cookies""]"	"[10,100,10,10,100,10,100,10,100,100,100,10]"	"[8,3,3,10,3,8,8,3,10,8,10,10]"	"[8,33,3,10,33,8,81,3,100,89,100,10]"	"[""all"",""some"",""all"",""all"",""all"",""some"",""all"",""some"",""some"",""some"",""all"",""some""]"	"[""hyperbolic"",""true-some"",""hyperbolic"",""true-all"",""hyperbolic"",""true-some"",""hyperbolic"",""true-some"",""literal-some"",""true-some"",""true-all"",""literal-some""]"	"[0.625,0.35,0.65,0.775,0.6,0.6,0.825,0.175,0.65,0.325,0.775,0.7]"	"[0.75,0.45,0.65,0.775,0.6,0.725,0.875,0.175,0.625,0.625,1,0.6]"	"[0.725,0.35,0.65,0.775,0.6,0.65,0.775,0.25,0.625,0.35,0.8,0.65]"	"[0.5,0.35,0.65,0.675,0.6,0.6,0.75,0,0.5,0.2,0.675,0.6]"	"[0,0.1,0,0,0,0,0,0.025,0.075,0.025,0,0.3]"	"[0.125,0.15,0,0.025,0,0,0,0.3,0.1,0.15,0.025,0.275]"	"[0.725,0.775,0.65,0.775,0.6,0.6,0.825,0,0.7,0.6,1,0.75]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""Calvin"",""Jane"",""Robert"",""Emma"",""Tracy"",""Grace"",""Ivan"",""Albert"",""Bob"",""Jake"",""Yvonne"",""Zack""]"	"[""Kathy"",""Larry"",""Rebecca"",""George"",""Patty"",""Cathy"",""Victoria"",""Diana"",""Henry"",""Oliver"",""Mary"",""Tom""]"	"""F"""	"""35"""	"""8"""	"""English"""	""""""
"3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"3DY668G4EOVPIZTRXNPWDQPY421EX0"	"Fun experiment about behavior!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take around 8 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.80"	"Wed Oct 22 09:33:32 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 22 17:53:32 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"3PQ8K71NHXLTT2TW3IVH13R6Y2XAAS"	17	"Approved"	"Thu Oct 23 04:01:56 PDT 2014"	"Wed Oct 22 11:17:36 PDT 2014"	"Wed Oct 22 11:21:56 PDT 2014"	"Wed Oct 22 16:17:52 PDT 2014"	""	""	""	""	"1"	"[""strawberries"",""bananas"",""blueberries"",""M&M's"",""pies"",""strawberries"",""M&M's"",""M&M's"",""pies"",""blueberries"",""pies"",""cookies""]"	"[100,10,10,100,100,100,100,10,100,10,10,10]"	"[10,10,3,10,3,3,8,8,8,8,3,10]"	"[100,10,3,100,30,34,84,8,81,8,3,10]"	"[""some"",""all"",""some"",""all"",""some"",""all"",""all"",""some"",""some"",""all"",""all"",""some""]"	"[""literal-some"",""true-all"",""true-some"",""true-all"",""true-some"",""hyperbolic"",""hyperbolic"",""true-some"",""true-some"",""hyperbolic"",""hyperbolic"",""literal-some""]"	"[1,1,0.15,1,0.475,1,1,0.525,0.575,1,1,0.55]"	"[1,1,0.225,1,0.475,1,1,0.575,0.6,1,1,0.6]"	"[1,1,0.225,1,0.475,1,1,0.575,0.575,1,1,0.55]"	"[1,1,0.2,1,0.5,1,1,0.575,0.575,1,1,0.575]"	"[0,0,0.25,0,0.375,0,0,0.25,0.2,0,0,0.3]"	"[0,0,0.25,0,0.375,0,0,0.225,0.275,0,0,0.3]"	"[1,1,0.2,1,0.5,1,1,0.525,0.55,1,1,0.55]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""Calvin"",""Wendy"",""Nathan"",""Olga"",""Matt"",""Yvonne"",""Patty"",""Ivan"",""Tracy"",""Albert"",""Ann"",""Patrick""]"	"[""Kathy"",""Tom"",""Frank"",""Oliver"",""Robert"",""Mary"",""Steven"",""Zack"",""Iris"",""Winston"",""Edward"",""Henry""]"	"""F"""	"""35"""	"""4"""	"""English"""	"""Fun experiment!  I hope to take part in more in the future."""
"3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"3DY668G4EOVPIZTRXNPWDQPY421EX0"	"Fun experiment about behavior!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take around 8 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.80"	"Wed Oct 22 09:33:32 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 22 17:53:32 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"339ANSOTR53EBXLGRX0JCFILGMWKIL"	18	"Approved"	"Thu Oct 23 04:02:17 PDT 2014"	"Wed Oct 22 11:16:50 PDT 2014"	"Wed Oct 22 11:22:17 PDT 2014"	"Wed Oct 22 16:17:52 PDT 2014"	""	""	""	""	"1"	"[""bananas"",""pies"",""M&M's"",""blueberries"",""bananas"",""bananas"",""bananas"",""bananas"",""bananas"",""M&M's"",""cookies"",""blueberries""]"	"[100,10,10,100,100,10,100,10,100,10,10,100]"	"[8,3,8,3,10,10,10,10,3,3,8,8]"	"[82,3,8,39,100,10,100,10,38,3,8,84]"	"[""all"",""some"",""some"",""all"",""some"",""all"",""all"",""some"",""some"",""all"",""all"",""some""]"	"[""hyperbolic"",""true-some"",""true-some"",""hyperbolic"",""literal-some"",""true-all"",""true-all"",""literal-some"",""true-some"",""hyperbolic"",""hyperbolic"",""true-some""]"	"[0.85,0.7,0.325,0.6,1,0.975,0.975,0.75,0.275,0.675,0.275,0.225]"	"[0.225,0.55,0.35,0.675,0.975,1,0.75,0.325,0.275,0.375,0.75,0.775]"	"[0.45,0.4,0.675,0.775,0.975,0.975,0.975,0.775,0.675,0.625,0.75,0.35]"	"[0.65,0.55,0.7,0.8,1,0.95,0.975,0.35,0.575,0.65,0.625,0.65]"	"[0.45,0.35,0.35,0.125,0.025,0.025,0.2,0.275,0.35,0.725,0.275,0.275]"	"[0.3,0.375,0.4,0.15,0.025,0.05,0.025,0.6,0.65,0.25,0.3,0.4]"	"[0.65,0.275,0.625,0.15,0.025,0.425,0.1,0.725,0.275,0.35,0.225,0.725]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""Henry"",""Tracy"",""Diana"",""Iris"",""Steven"",""Oliver"",""Fiona"",""Jake"",""Matt"",""Winston"",""Patrick"",""Calvin""]"	"[""Bob"",""Mary"",""Nancy"",""Albert"",""Emma"",""Kathy"",""Stephanie"",""Victoria"",""Grace"",""Ann"",""Nathan"",""Cathy""]"	"""F"""	"""25"""	"""4"""	"""English"""	""""""
"3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"3DY668G4EOVPIZTRXNPWDQPY421EX0"	"Fun experiment about behavior!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take around 8 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.80"	"Wed Oct 22 09:33:32 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 22 17:53:32 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"31QTRG6Q2TE1COX187RUUKY80F0PYX"	19	"Approved"	"Thu Oct 23 04:02:18 PDT 2014"	"Wed Oct 22 11:15:36 PDT 2014"	"Wed Oct 22 11:22:18 PDT 2014"	"Wed Oct 22 16:17:52 PDT 2014"	""	""	""	""	"1"	"[""strawberries"",""blueberries"",""pies"",""cookies"",""cookies"",""M&M's"",""pies"",""blueberries"",""blueberries"",""blueberries"",""blueberries"",""M&M's""]"	"[10,10,100,100,100,10,10,10,100,10,100,100]"	"[10,10,10,10,3,3,3,8,8,8,3,8]"	"[10,10,100,100,33,3,3,8,88,8,33,82]"	"[""all"",""some"",""all"",""some"",""all"",""some"",""all"",""some"",""some"",""all"",""some"",""all""]"	"[""true-all"",""literal-some"",""true-all"",""literal-some"",""hyperbolic"",""true-some"",""hyperbolic"",""true-some"",""true-some"",""hyperbolic"",""true-some"",""hyperbolic""]"	"[0.425,0.4,0.6,0.625,0.525,0.225,0.25,0.275,0.5,0.45,0.3,0.4]"	"[0.55,0.5,0.6,0.65,0.575,0.2,0.275,0.2,0.55,0.5,0.2,0.4]"	"[0.4,0.3,0.6,0.675,0.525,0.25,0.275,0.2,0.55,0.425,0.225,0.45]"	"[0.35,0.225,0.6,0.55,0.5,0.25,0.325,0.3,0.375,0.325,0.225,0.275]"	"[0.25,0.225,0.15,0.175,0.275,0.35,0.325,0.35,0.4,0.3,0.35,0.25]"	"[0.25,0.225,0.15,0.15,0.25,0.425,0.325,0.45,0.425,0.25,0.425,0.275]"	"[0.6,0.45,0.7,0.725,0.525,0.375,0.4,0.375,0.5,0.375,0.375,0.375]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""Fiona"",""Iris"",""Lena"",""Tom"",""Heather"",""David"",""Barbara"",""Olga"",""Nancy"",""Calvin"",""Cathy"",""Wendy""]"	"[""Oliver"",""Jane"",""Diana"",""Albert"",""Matt"",""Zack"",""Nathan"",""Grace"",""Ann"",""Victoria"",""Steven"",""Patrick""]"	"""M"""	"""35"""	"""6"""	"""english"""	""""""
"3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"3DY668G4EOVPIZTRXNPWDQPY421EX0"	"Fun experiment about behavior!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take around 8 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.80"	"Wed Oct 22 09:33:32 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 22 17:53:32 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3IVEC1GSLP05DNL7A3A0UH6ZYYLJ10"	"36TFCYNS44BKZ293KYXN2XP8CIWHXE"	20	"Approved"	"Thu Oct 23 04:02:19 PDT 2014"	"Wed Oct 22 11:17:16 PDT 2014"	"Wed Oct 22 11:22:19 PDT 2014"	"Wed Oct 22 16:17:53 PDT 2014"	""	""	""	""	"1"	"[""strawberries"",""M&M's"",""pies"",""pies"",""M&M's"",""M&M's"",""pies"",""blueberries"",""M&M's"",""cookies"",""strawberries"",""M&M's""]"	"[10,10,10,10,10,100,100,100,10,100,100,100]"	"[8,8,3,3,10,8,10,3,10,10,8,3]"	"[8,8,3,3,10,81,100,35,10,100,88,30]"	"[""all"",""some"",""some"",""all"",""some"",""some"",""some"",""all"",""all"",""all"",""all"",""some""]"	"[""hyperbolic"",""true-some"",""true-some"",""hyperbolic"",""literal-some"",""true-some"",""literal-some"",""hyperbolic"",""true-all"",""true-all"",""hyperbolic"",""true-some""]"	"[0.6,0.625,0.5,0.5,0.575,0.55,0.675,0.5,0.75,0.65,0.675,0.5]"	"[0.875,0.85,0.5,0.5,0.825,0.875,0.875,0.5,0.85,0.9,0.775,0.5]"	"[0.575,0.6,0.5,0.5,0.55,0.625,0.7,0.5,0.625,0.625,0.575,0.5]"	"[0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5]"	"[0.25,0.35,0.5,0.5,0.275,0.4,0.425,0.5,0.325,0.4,0.35,0.5]"	"[0.175,0.2,0.5,0.5,0.2,0.2,0.2,0.5,0.2,0.3,0.225,0.5]"	"[0.5,0.525,0.5,0.5,0.575,0.625,0.7,0.5,0.55,0.55,0.6,0.5]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""Heather"",""Barbara"",""Stephanie"",""Albert"",""Edward"",""Grace"",""Henry"",""Nathan"",""Steven"",""Emma"",""Kevin"",""Patrick""]"	"[""Tom"",""George"",""Mary"",""Jane"",""Iris"",""Rebecca"",""Cathy"",""David"",""Lena"",""Fiona"",""Larry"",""Wendy""]"	"""F"""	"""35"""	"""8"""	"""English"""	""""""
