"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.condition"	"Answer.foods"	"Answer.totalQuants"	"Answer.eatenQuants"	"Answer.preciseEatenQuants"	"Answer.upset"	"Answer.happy"	"Answer.surprised"	"Answer.neutral"	"Answer.orders"	"Answer.personAs"	"Answer.personBs"	"Answer.gender"	"Answer.age"	"Answer.income"	"Answer.nativeLanguage"	"Answer.comments"
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"3EJJQNKU9R6026NRBZRVDF3KCA0RH0"	11	"Approved"	"Thu Nov 06 02:07:15 PST 2014"	"Wed Nov 05 09:08:52 PST 2014"	"Wed Nov 05 09:27:15 PST 2014"	"Wed Nov 05 12:48:02 PST 2014"	""	""	""	""	"1"	"[""cookies"",""pies"",""M&M's"",""cookies"",""M&M's"",""M&M's"",""M&M's"",""cookies"",""cookies"",""pies"",""pies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[6,10,5,1,0,9,2,8,9,8,0]"	"[6,10,5,1,0,9,2,8,9,8,0]"	"[0.35,1,0.225,0.025,0,1,0,1,1,1,0]"	"[0.125,0,0.125,1,0.5,0.175,0.775,0,0,0,0]"	"[0.45,1,0.3,0.775,1,1,0.5,0.8,0.975,0.775,1]"	"[0,0,0.175,0.825,1,0.5,0.5,0,0.5,0.5,1]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Jake"",""Oliver"",""Winston"",""Ann"",""Victor"",""Albert"",""Edward"",""Kathy"",""Patty"",""Kevin"",""Larry""]"	"[""Emma"",""Steven"",""Diana"",""Matt"",""Wendy"",""Zack"",""Victoria"",""Grace"",""Yvonne"",""Jane"",""Bob""]"	"""M"""	"""25"""	"""4"""	"""ENGLISH"""	"""THANK YOU :)"""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"32SCWG5HIH5ZT4NV2OW2BTEF2EW6PM"	12	"Approved"	"Thu Nov 06 02:12:55 PST 2014"	"Wed Nov 05 09:09:10 PST 2014"	"Wed Nov 05 09:32:55 PST 2014"	"Wed Nov 05 12:48:03 PST 2014"	""	""	""	""	"1"	"[""cookies"",""pies"",""M&M's"",""cookies"",""pies"",""cookies"",""pies"",""M&M's"",""cookies"",""M&M's"",""M&M's""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[8,3,10,7,6,6,4,2,3,0,3]"	"[8,3,10,7,6,6,4,2,3,0,3]"	"[0.325,0.05,0.675,0.625,0.725,0.425,0.525,0,0.075,0,0]"	"[0.525,1,0.15,0.5,0.25,0.5,0.475,0.475,0.8,0.5,0.5]"	"[0.85,0.15,0.8,0.825,1,0.625,0.85,0,0.075,0.1,0.025]"	"[0.2,0.075,0.15,0.225,0.075,0.15,0.125,0.85,0.375,1,0.875]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Kathy"",""Nathan"",""Patrick"",""Tom"",""Nancy"",""Lena"",""Olga"",""Stephanie"",""Calvin"",""Edward"",""Grace""]"	"[""Robert"",""Ivan"",""Rebecca"",""George"",""Steven"",""Iris"",""Diana"",""Frank"",""Barbara"",""Zack"",""Victoria""]"	"""M"""	"""35"""	"""4"""	"""English"""	""""""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"36WLNQG78ZB12PF0P1XZSX13285EBU"	13	"Approved"	"Thu Nov 06 02:14:46 PST 2014"	"Wed Nov 05 09:08:55 PST 2014"	"Wed Nov 05 09:34:46 PST 2014"	"Wed Nov 05 12:48:03 PST 2014"	""	""	""	""	"1"	"[""pies"",""pies"",""cookies"",""M&M's"",""M&M's"",""M&M's"",""M&M's"",""pies"",""cookies"",""pies"",""pies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[4,0,2,4,8,9,3,10,3,8,3]"	"[4,0,2,4,8,9,3,10,3,8,3]"	"[0.325,0.65,0.575,0.35,0.6,0.575,0.5,0.625,0.7,0.575,0.5]"	"[0.5,0.375,0.675,0.775,0.275,0.6,0.475,0.4,0.4,0.675,0.6]"	"[0.75,0.575,0.6,0.5,0.8,0.275,0.325,0.6,0.65,0.75,0.275]"	"[0.575,0.65,0.325,0.3,0.325,0.4,0.5,0.675,0.5,0.125,0.375]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Iris"",""Frank"",""David"",""Nathan"",""Zack"",""Ivan"",""Cathy"",""Kathy"",""Calvin"",""Mary"",""Albert""]"	"[""Bob"",""Olga"",""Wendy"",""Jake"",""Edward"",""Stephanie"",""Fiona"",""Steven"",""Ann"",""Yvonne"",""Robert""]"	"""M"""	"""35"""	"""6"""	"""english"""	"""none"""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"3NAPMVF0ZWGM5X0UJ0QILU6IMFP27V"	14	"Approved"	"Thu Nov 06 02:30:29 PST 2014"	"Wed Nov 05 09:09:57 PST 2014"	"Wed Nov 05 09:50:29 PST 2014"	"Wed Nov 05 12:48:03 PST 2014"	""	""	""	""	"1"	"[""M&M's"",""pies"",""cookies"",""M&M's"",""M&M's"",""M&M's"",""M&M's"",""cookies"",""pies"",""M&M's"",""cookies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[9,0,7,2,1,3,6,10,7,4,1]"	"[9,0,7,2,1,3,6,10,7,4,1]"	"[0.725,0.15,0.7,0.025,0,0.075,0.575,1,0.775,0.575,0]"	"[0.025,0.5,0.325,0.5,0.5,0.5,0.25,0.025,0.1,0.4,0.5]"	"[0.775,0.675,0.625,0.125,0.025,0.2,0.6,1,0.9,0.525,0]"	"[0.225,0.5,0.25,0.8,0.825,0.725,0.325,0,0.025,0.375,1]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Kathy"",""Nancy"",""Fiona"",""Nathan"",""Mary"",""Wendy"",""Ann"",""Frank"",""Robert"",""Ivan"",""Patrick""]"	"[""Patty"",""Cathy"",""Kevin"",""Jane"",""Olga"",""Steven"",""Calvin"",""Heather"",""Winston"",""David"",""Victor""]"	"""M"""	"""35"""	"""6"""	"""english"""	""""""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"3SLE99ER0NEZDK6WLOBCD72LQEEBZX"	15	"Approved"	"Thu Nov 06 02:39:56 PST 2014"	"Wed Nov 05 09:09:01 PST 2014"	"Wed Nov 05 09:59:56 PST 2014"	"Wed Nov 05 12:48:03 PST 2014"	""	""	""	""	"1"	"[""M&M's"",""M&M's"",""pies"",""M&M's"",""cookies"",""cookies"",""pies"",""pies"",""cookies"",""M&M's"",""pies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[6,4,8,7,4,7,2,3,8,10,10]"	"[6,4,8,7,4,7,2,3,8,10,10]"	"[0.85,0.625,0.9,0.85,0.5,0.925,0.1,0.4,0.825,0.975,0.975]"	"[0.225,0.275,0.05,0.125,0.25,0.175,0.525,0.5,0.25,0.025,0]"	"[0.675,0.7,0.825,0.65,0.75,0.775,0.1,0.5,0.775,0.975,0.95]"	"[0.275,0.5,0.25,0.25,0.5,0.2,0.5,0.5,0.275,0.05,0]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Bob"",""Tom"",""Kevin"",""Nathan"",""Ivan"",""George"",""Patty"",""Diana"",""Jane"",""Robert"",""Patrick""]"	"[""Stephanie"",""Jake"",""Lena"",""Grace"",""Ann"",""Henry"",""Victor"",""Cathy"",""Matt"",""Steven"",""Nancy""]"	"""F"""	"""25"""	"""0"""	"""English"""	""""""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"37Q970SNZE91ZA2QOZOFB2S9HNQS1T"	16	"Approved"	"Thu Nov 06 02:59:44 PST 2014"	"Wed Nov 05 10:14:13 PST 2014"	"Wed Nov 05 10:19:44 PST 2014"	"Wed Nov 05 12:48:03 PST 2014"	""	""	""	""	"1"	"[""M&M's"",""M&M's"",""cookies"",""pies"",""M&M's"",""pies"",""cookies"",""pies"",""M&M's"",""cookies"",""M&M's""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[8,4,9,1,10,10,8,8,5,4,6]"	"[8,4,9,1,10,10,8,8,5,4,6]"	"[0.425,0.4,0.425,0.2,0.6,0.625,0.575,0.55,0.45,0.375,0.5]"	"[0.525,0.575,0.4,0.65,0.3,0.3,0.4,0.475,0.425,0.575,0.55]"	"[0.65,0.3,0.65,0.25,0.675,0.725,0.625,0.625,0.55,0.5,0.6]"	"[0.5,0.5,0.5,0.5,0.375,0.225,0.475,0.425,0.5,0.5,0.475]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Diana"",""Edward"",""Jane"",""Ivan"",""Yvonne"",""Calvin"",""David"",""Rebecca"",""Cathy"",""Matt"",""Kevin""]"	"[""Grace"",""Heather"",""Victoria"",""Olga"",""Victor"",""Tracy"",""Iris"",""Henry"",""Lena"",""Stephanie"",""Winston""]"	"""M"""	"""35"""	"""4"""	"""English"""	""""""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"3CN4LGXD5XPFNVBIANZ6RMNDASU4YU"	17	"Approved"	"Thu Nov 06 03:02:41 PST 2014"	"Wed Nov 05 09:09:18 PST 2014"	"Wed Nov 05 10:22:41 PST 2014"	"Wed Nov 05 12:48:03 PST 2014"	""	""	""	""	"1"	"[""cookies"",""cookies"",""pies"",""cookies"",""cookies"",""pies"",""cookies"",""pies"",""cookies"",""M&M's"",""pies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[4,3,0,9,6,9,10,1,7,9,8]"	"[4,3,0,9,6,9,10,1,7,9,8]"	"[0.025,0.025,0.025,0.15,0.025,0.5,0.125,0.1,0.1,0.15,0.125]"	"[0.55,0.6,0.5,0.5,0.6,0.5,0.5,0.6,0.575,0.625,0.5]"	"[0.35,0.25,0.5,0.225,0.225,0.775,0.75,0.725,0.7,0.5,0.75]"	"[0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.225]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Henry"",""Bob"",""Larry"",""Matt"",""Nancy"",""Emma"",""Steven"",""David"",""Nathan"",""Albert"",""Victor""]"	"[""Victoria"",""Patty"",""Calvin"",""Mary"",""Kathy"",""Winston"",""Robert"",""Yvonne"",""Lena"",""Tom"",""Diana""]"	"""M"""	"""35"""	"""0"""	"""english"""	""""""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"3PJUZCGDJ6H15VQCEEX39HAR35498G"	18	"Approved"	"Thu Nov 06 03:06:01 PST 2014"	"Wed Nov 05 09:09:02 PST 2014"	"Wed Nov 05 10:26:01 PST 2014"	"Wed Nov 05 12:48:04 PST 2014"	""	""	""	""	"1"	"[""M&M's"",""pies"",""cookies"",""cookies"",""cookies"",""pies"",""M&M's"",""M&M's"",""cookies"",""cookies"",""pies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[6,2,0,6,4,3,9,10,5,8,0]"	"[6,2,0,6,4,3,9,10,5,8,0]"	"[0.375,0.5,0.8,0.5,0.225,0.275,0.375,0.225,0.225,0.225,0.775]"	"[0.5,0.5,0.3,0.25,0.7,0.625,0.25,0.6,0.675,0.65,0.025]"	"[0.5,0.675,1,0.9,0.025,0.825,0.925,1,0.6,0.8,1]"	"[1,0.875,0.55,0.7,1,0.525,0.225,0.75,1,1,0.875]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Wendy"",""Zack"",""Nathan"",""Steven"",""Mary"",""Emma"",""George"",""Victoria"",""Ann"",""Kathy"",""Patty""]"	"[""Heather"",""Olga"",""Albert"",""Matt"",""Patrick"",""Diana"",""Larry"",""Robert"",""Fiona"",""Tom"",""Barbara""]"	"""M"""	"""35"""	"""6"""	"""English"""	""""""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"3X0H8UUIT1PU0BITLND04SI3D0WWST"	19	"Approved"	"Thu Nov 06 03:14:38 PST 2014"	"Wed Nov 05 09:08:48 PST 2014"	"Wed Nov 05 10:34:38 PST 2014"	"Wed Nov 05 12:48:04 PST 2014"	""	""	""	""	"1"	"[""pies"",""cookies"",""M&M's"",""M&M's"",""pies"",""M&M's"",""cookies"",""M&M's"",""cookies"",""M&M's"",""pies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[1,2,1,3,9,5,10,2,7,6,5]"	"[1,2,1,3,9,5,10,2,7,6,5]"	"[0,0.15,0,0,0.75,0,0.5,0,0.375,0.025,0.5]"	"[0.625,0.6,0.5,0.5,0.325,0.5,0.5,0.5,0.5,0.5,0.425]"	"[0.675,0.1,0,0.2,0.9,0,0.625,0,0.5,0.1,0.8]"	"[0.5,0.5,0.7,0.7,0.275,0.65,0.55,0.75,0.5,0.625,0.15]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Stephanie"",""Larry"",""Winston"",""Patrick"",""David"",""Jane"",""Kathy"",""Zack"",""Bob"",""Emma"",""Olga""]"	"[""Robert"",""Matt"",""Albert"",""Victoria"",""Heather"",""Patty"",""Tracy"",""Edward"",""Diana"",""Frank"",""Calvin""]"	"""F"""	"""35"""	"""4"""	"""english"""	""""""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"3M0BCWMB8VXVJP1RA1R5E3839CABW7"	20	"Approved"	"Thu Nov 06 03:37:05 PST 2014"	"Wed Nov 05 09:08:45 PST 2014"	"Wed Nov 05 10:57:05 PST 2014"	"Wed Nov 05 12:48:04 PST 2014"	""	""	""	""	"1"	"[""M&M's"",""pies"",""cookies"",""M&M's"",""M&M's"",""pies"",""cookies"",""pies"",""pies"",""cookies"",""cookies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[5,6,4,0,9,1,10,4,3,9,0]"	"[5,6,4,0,9,1,10,4,3,9,0]"	"[0.5,1,0.75,0,1,0,1,0.5,0,1,0.225]"	"[0,0,0,0,0,1,0,0.25,0.5,0,0.225]"	"[1,1,0.5,0,1,0,1,0.825,0,1,0]"	"[0.5,0.5,0.5,1,0,0.5,0,0.5,0.5,0,1]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Tracy"",""Matt"",""Kevin"",""Henry"",""Patty"",""Jake"",""Frank"",""Emma"",""Fiona"",""Nathan"",""Victoria""]"	"[""Mary"",""Heather"",""Steven"",""Olga"",""Yvonne"",""Oliver"",""Lena"",""Patrick"",""Grace"",""George"",""Cathy""]"	"""M"""	"""25"""	"""0"""	"""English"""	""""""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"3O6CYIULED2AFOAXAS80JT0RYYUUWM"	21	"Approved"	"Thu Nov 06 05:55:40 PST 2014"	"Wed Nov 05 13:11:41 PST 2014"	"Wed Nov 05 13:15:40 PST 2014"	"Wed Nov 05 16:47:07 PST 2014"	""	""	""	""	"1"	"[""pies"",""cookies"",""M&M's"",""cookies"",""pies"",""M&M's"",""pies"",""pies"",""M&M's"",""pies"",""pies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[0,6,4,10,9,6,3,4,1,1,10]"	"[0,6,4,10,9,6,3,4,1,1,10]"	"[0.45,0.775,0,1,0.925,0.525,0.225,0.25,0.325,0.075,1]"	"[0.55,0.15,1,0,0.075,0.375,0.85,0.6,0.7,0.725,0]"	"[0.4,1,0,1,0.9,0.65,0.15,0.35,0.725,0.85,1]"	"[1,0.125,0,0,0,0.3,0.225,0.2,0.35,0.15,0]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Wendy"",""Lena"",""Mary"",""Jake"",""Iris"",""Edward"",""Jane"",""Fiona"",""Kathy"",""Kevin"",""Grace""]"	"[""Victoria"",""Barbara"",""Nancy"",""Ann"",""Tom"",""Nathan"",""Yvonne"",""Winston"",""Rebecca"",""Steven"",""Oliver""]"	"""F"""	"""25"""	"""4"""	"""English"""	""""""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"39GAF6DQWR1HR2JUIUTKMPCGGSUV1D"	22	"Approved"	"Thu Nov 06 05:56:47 PST 2014"	"Wed Nov 05 13:13:08 PST 2014"	"Wed Nov 05 13:16:47 PST 2014"	"Wed Nov 05 16:47:07 PST 2014"	""	""	""	""	"1"	"[""M&M's"",""M&M's"",""M&M's"",""cookies"",""cookies"",""pies"",""M&M's"",""pies"",""pies"",""cookies"",""pies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[2,8,1,8,4,1,6,4,2,2,6]"	"[2,8,1,8,4,1,6,4,2,2,6]"	"[0.225,0.925,0.025,0.025,0.65,0,0.075,0.5,0.025,0.375,0.675]"	"[0.75,0.15,1,1,0.35,0.975,0.075,0.5,0.575,0.625,0.325]"	"[0.2,0.9,0.5,0.975,0.65,0.5,0.9,0.5,0.35,0.5,0.7]"	"[0.5,0.1,0.5,0.975,0.5,0.5,0.1,0.5,0.5,0.5,0.3]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Patty"",""Nancy"",""Tom"",""David"",""Jake"",""Barbara"",""Ann"",""Albert"",""Lena"",""Steven"",""Zack""]"	"[""Winston"",""Calvin"",""Olga"",""Edward"",""Cathy"",""Tracy"",""Bob"",""Matt"",""Stephanie"",""Victor"",""Diana""]"	"""M"""	"""66"""	"""4"""	"""English"""	"""none"""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"3U0SRXB7CD6SC292EXM8IZ0GYNNRNP"	23	"Approved"	"Thu Nov 06 05:59:30 PST 2014"	"Wed Nov 05 13:15:10 PST 2014"	"Wed Nov 05 13:19:30 PST 2014"	"Wed Nov 05 16:47:07 PST 2014"	""	""	""	""	"1"	"[""cookies"",""M&M's"",""M&M's"",""M&M's"",""cookies"",""cookies"",""cookies"",""cookies"",""M&M's"",""cookies"",""pies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[10,7,10,3,2,4,9,5,8,3,1]"	"[10,7,10,3,2,4,9,5,8,3,1]"	"[0.825,0.375,0.75,0.25,0.15,0.225,0.675,0.575,0.55,0.125,0.15]"	"[0.15,0.375,0.125,0.575,0.75,0.675,0.375,0.4,0.425,0.7,0.6]"	"[0.85,0.725,0.875,0.25,0.225,0.225,0.8,0.575,0.825,0.3,0.575]"	"[0.35,0.5,0.2,0.5,0.5,0.5,0.275,0.25,0.35,0.5,0.5]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Oliver"",""Bob"",""Frank"",""Nancy"",""Fiona"",""Patrick"",""Jane"",""Kathy"",""Lena"",""Iris"",""Stephanie""]"	"[""Nathan"",""Olga"",""Victor"",""Winston"",""Ann"",""Robert"",""Tom"",""Mary"",""Tracy"",""Rebecca"",""Yvonne""]"	"""F"""	"""65"""	"""6"""	"""english"""	"""n/a"""
