"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.condition"	"Answer.priors0"	"Answer.priors1"	"Answer.priors2"	"Answer.priors3"	"Answer.priors4"	"Answer.priors5"	"Answer.priors6"	"Answer.priors7"	"Answer.priors8"	"Answer.priors9"	"Answer.priors10"	"Answer.orders"	"Answer.foods"	"Answer.quantities"	"Answer.quantifiers"	"Answer.personAs"	"Answer.personBs"	"Answer.gender"	"Answer.age"	"Answer.income"	"Answer.nativeLanguage"	"Answer.comments"
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2QKNTL0XULRGH61OZRDD35FVRQK2OH"	"A3VV74IPV15WXF"	"Approved"	"Thu Mar 20 05:29:32 PDT 2014"	"Wed Mar 19 12:44:21 PDT 2014"	"Wed Mar 19 12:49:32 PDT 2014"	"Wed Mar 19 15:38:37 PDT 2014"	""	""	""	""	"1"	"[0.7,0.7,0.75,0.725,0.725,0.725]"	"[0.725,0.7,0.5,0.5,0.65,0.7]"	"[0.7,0.6,0.5,0.4,0.5,0.7]"	"[0.65,0.575,0.275,0.35,0.425,0.7]"	"[0.575,0.5,0.225,0.25,0.3,0.75]"	"[0.5,0.5,0.225,0.2,0,0.7]"	"[0.5,0.5,0.15,0.05,0.025,0.7]"	"[0.5,0.5,0.075,0,0.025,0.65]"	"[0.425,0.35,0.025,0.025,0.025,0.625]"	"[0.375,0.225,0.025,0,0.025,0.625]"	"[0.3,0.1,0.025,0.025,0.025,0.575]"	"[1,2,3,4,5,6]"	"[""M&M's"",""bananas"",""cookies"",""pies"",""strawberries"",""blueberries""]"	"[10,10,100,100,100,10]"	"[""all"",""all"",""some"",""all"",""some"",""some""]"	"[""Barbara"",""Cathy"",""Frank"",""Calvin"",""Albert"",""Fiona""]"	"[""David"",""Diana"",""Edward"",""Bob"",""Emma"",""Ann""]"	"""F"""	"""55"""	"""4"""	"""English"""	""""""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2ZV6XBAT2D5NKBDAB8H0PG5ZIP215V"	"A3P7NROZN3K79O"	"Approved"	"Thu Mar 20 05:29:59 PDT 2014"	"Wed Mar 19 12:45:55 PDT 2014"	"Wed Mar 19 12:49:59 PDT 2014"	"Wed Mar 19 15:38:37 PDT 2014"	""	""	""	""	"1"	"[0.05,0,0.625,0,0,0.025]"	"[0.275,0.65,0.675,0,0,0.075]"	"[0.425,0.725,0.75,0,0.25,0.075]"	"[0.575,0.8,0.75,0.15,0.5,0.2]"	"[0.725,0.775,0.7,0.275,0.625,0.35]"	"[0.8,0.575,0.6,0.5,0.725,0.5]"	"[0.8,0.4,0.45,0.7,0.625,0.6]"	"[0.8,0.275,0.3,0.75,0.375,0.725]"	"[0.65,0.1,0.15,0.85,0.25,0.775]"	"[0.45,0.05,0.025,0.9,0.075,0.875]"	"[0.3,0,0,1,0.025,1]"	"[1,2,3,4,5,6]"	"[""pies"",""blueberries"",""bananas"",""strawberries"",""M&M's"",""cookies""]"	"[100,10,100,10,100,10]"	"[""all"",""some"",""some"",""all"",""some"",""all""]"	"[""Barbara"",""Emma"",""Cathy"",""Fiona"",""Albert"",""Diana""]"	"[""David"",""Bob"",""Ann"",""Frank"",""Edward"",""Calvin""]"	"""M"""	"""25"""	"""4"""	"""English"""	""""""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"276RSQV66RLPBVJ8D0NA1KICMQYC4R"	"A2RRDATXKQ8HHC"	"Approved"	"Thu Mar 20 05:31:06 PDT 2014"	"Wed Mar 19 12:46:56 PDT 2014"	"Wed Mar 19 12:51:06 PDT 2014"	"Wed Mar 19 15:38:37 PDT 2014"	""	""	""	""	"1"	"[1,1,0.825,0,0,0]"	"[0.725,0.625,0.95,0.425,0.05,0.625]"	"[0.375,0.35,0.95,0.7,0.075,0.925]"	"[0.125,0.225,0.825,0.875,0.2,0.775]"	"[0.05,0.075,0.775,0.875,0.35,0.35]"	"[0.05,0.05,0.725,0.8,0.5,0.2]"	"[0.05,0.025,0.675,0.65,0.75,0.175]"	"[0.05,0,0.625,0.375,0.775,0.15]"	"[0.05,0,0.525,0.25,0.85,0.125]"	"[0.05,0,0.375,0.15,0.875,0.075]"	"[0.025,0,0.6,0,0.925,0.05]"	"[1,2,3,4,5,6]"	"[""cookies"",""pies"",""M&M's"",""strawberries"",""blueberries"",""bananas""]"	"[100,100,100,10,10,10]"	"[""all"",""some"",""all"",""some"",""all"",""some""]"	"[""Diana"",""Bob"",""Barbara"",""Emma"",""David"",""Frank""]"	"[""Cathy"",""Albert"",""Calvin"",""Fiona"",""Ann"",""Edward""]"	"""M"""	"""35"""	"""0"""	"""English"""	""""""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23VDHJHP4BDDETU34WJXFX3MN8LX4D"	"A1ODY0FJTHVOX0"	"Approved"	"Thu Mar 20 05:32:01 PDT 2014"	"Wed Mar 19 12:49:25 PDT 2014"	"Wed Mar 19 12:52:01 PDT 2014"	"Wed Mar 19 15:38:37 PDT 2014"	""	""	""	""	"1"	"[0.5,0.15,0.65,0.575,0.65,0.25]"	"[0.5,0.325,0.6,0.575,0.65,0.2]"	"[0.5,0.375,0.55,0.525,0.675,0.225]"	"[0.5,0.175,0.5,0.725,0.7,0.225]"	"[0.5,0.3,0.5,0.725,0.725,0.225]"	"[0.5,0.325,0.5,0.7,0.725,0.25]"	"[0.5,0.325,0.5,0.6,0.725,0.275]"	"[0.5,0.275,0.425,0.625,0.675,0.275]"	"[0.5,0.225,0.5,0.675,0.675,0.225]"	"[0.5,0.275,0.5,0.7,0.725,0.325]"	"[0.5,0.225,0.5,0.775,0.65,0.325]"	"[1,2,3,4,5,6]"	"[""strawberries"",""pies"",""bananas"",""M&M's"",""cookies"",""blueberries""]"	"[10,10,100,100,100,10]"	"[""all"",""all"",""some"",""some"",""some"",""all""]"	"[""Bob"",""Ann"",""Emma"",""Diana"",""Edward"",""Albert""]"	"[""Calvin"",""David"",""Barbara"",""Frank"",""Fiona"",""Cathy""]"	"""F"""	"""25"""	"""4"""	"""English"""	""""""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2FTY7QEOZFYQME2XPRFF3RDYOLRIFN"	"A1ZQ7A1CUV6RD8"	"Approved"	"Thu Mar 20 05:32:31 PDT 2014"	"Wed Mar 19 12:49:58 PDT 2014"	"Wed Mar 19 12:52:31 PDT 2014"	"Wed Mar 19 15:38:38 PDT 2014"	""	""	""	""	"1"	"[0.975,0,0.975,0.025,0.275,0.95]"	"[1,0.95,0.275,0.975,0.7,0.825]"	"[1,1,0.25,0.975,0.725,0.75]"	"[1,1,0.075,0.975,0.3,0.275]"	"[0.775,1,0.05,0.975,0.275,0.25]"	"[0.775,0.975,0.025,0.95,0.25,0.25]"	"[0.35,0.975,0.025,0.975,0.225,0.25]"	"[0.35,0.975,0.025,0.975,0.25,0.25]"	"[0.375,0.95,0.025,0.975,0.25,0.25]"	"[0.35,0.175,0.025,1,0.25,0.3]"	"[0.325,0,0.025,1,0.275,0.05]"	"[1,2,3,4,5,6]"	"[""M&M's"",""strawberries"",""bananas"",""blueberries"",""pies"",""cookies""]"	"[100,10,100,10,10,100]"	"[""all"",""some"",""some"",""all"",""all"",""some""]"	"[""Emma"",""Frank"",""Ann"",""Bob"",""Barbara"",""David""]"	"[""Cathy"",""Calvin"",""Edward"",""Diana"",""Fiona"",""Albert""]"	"""F"""	"""35"""	"""6"""	"""English"""	""""""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"27P2Q45UUKQOSTDNS6ESEOG6L3LUCV"	"A1ZVYLYPNGBDID"	"Approved"	"Thu Mar 20 05:33:50 PDT 2014"	"Wed Mar 19 12:48:51 PDT 2014"	"Wed Mar 19 12:53:50 PDT 2014"	"Wed Mar 19 15:38:38 PDT 2014"	""	""	""	""	"1"	"[0.95,0.95,0,1,0.025,0]"	"[0.275,0.725,1,1,1,1]"	"[0.275,0.275,1,1,1,1]"	"[0,0.275,1,1,1,1]"	"[0,0,1,1,1,1]"	"[0,0,1,1,1,1]"	"[0.025,0.025,1,0.8,1,1]"	"[0,0.025,1,0.8,1,1]"	"[0,0,1,0.8,1,1]"	"[0,0,1,0.8,1,1]"	"[0,0,1,0.8,1,1]"	"[1,2,3,4,5,6]"	"[""bananas"",""cookies"",""pies"",""blueberries"",""strawberries"",""M&M's""]"	"[100,100,10,100,10,10]"	"[""some"",""some"",""all"",""some"",""all"",""all""]"	"[""Ann"",""Diana"",""Albert"",""Calvin"",""Emma"",""David""]"	"[""Edward"",""Cathy"",""Fiona"",""Barbara"",""Bob"",""Frank""]"	"""F"""	"""35"""	"""10"""	"""English"""	""""""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"286PLSP75KLM0998KF8QKQVPB70ZT8"	"A3MYEGKS6IUWHV"	"Approved"	"Thu Mar 20 05:36:22 PDT 2014"	"Wed Mar 19 12:49:59 PDT 2014"	"Wed Mar 19 12:56:22 PDT 2014"	"Wed Mar 19 15:38:38 PDT 2014"	""	""	""	""	"1"	"[0,0.725,0.725,0.225,0.95,0.25]"	"[0,0.375,0.7,1,0.775,0.925]"	"[0,0,0.475,0.975,0.55,0.7]"	"[0,0,0.275,1,0.425,0.425]"	"[0,0,0.275,1,0.3,0.275]"	"[0,0,0.275,1,0.3,0.25]"	"[0,0,0.275,1,0.275,0.275]"	"[0,0,0.3,1,0.275,0]"	"[0,0,0.275,1,0.275,0.025]"	"[0,0,0.275,1,0.3,0]"	"[0,0,0.275,1,0.275,0]"	"[1,2,3,4,5,6]"	"[""pies"",""cookies"",""M&M's"",""blueberries"",""strawberries"",""bananas""]"	"[10,100,100,10,100,10]"	"[""all"",""all"",""some"",""all"",""some"",""some""]"	"[""Fiona"",""Frank"",""Calvin"",""Ann"",""Cathy"",""Bob""]"	"[""Barbara"",""Emma"",""Albert"",""Diana"",""Edward"",""David""]"	"""M"""	"""35"""	"""4"""	"""english"""	"""The survey was fun thanks."""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2M70CP5KXPTIHV82ULVPS7N4Q9IZYX"	"A1VSUPRMU0IPG5"	"Approved"	"Thu Mar 20 05:36:29 PDT 2014"	"Wed Mar 19 12:50:09 PDT 2014"	"Wed Mar 19 12:56:29 PDT 2014"	"Wed Mar 19 15:38:38 PDT 2014"	""	""	""	""	"1"	"[1,0.025,0.95,0.025,0,0.5]"	"[0.25,0.95,0.975,0.775,0.025,0.7]"	"[0.225,0.5,0.95,0.775,0,0.95]"	"[0.025,0.325,0.825,0.975,0,0.7]"	"[0.025,0.2,0.7,0.975,0.425,0.5]"	"[0,0.025,0.475,0.975,0.775,0.275]"	"[0.025,0,0.275,0.725,0.9,0.225]"	"[0.025,0,0.275,0.5,0.75,0.275]"	"[0.025,0.025,0.25,0.5,0.75,0]"	"[0,0,0.25,0.3,0.825,0]"	"[0.025,0.025,0,0,0.95,0]"	"[1,2,3,4,5,6]"	"[""bananas"",""pies"",""blueberries"",""strawberries"",""M&M's"",""cookies""]"	"[100,10,100,10,10,100]"	"[""some"",""all"",""all"",""some"",""all"",""some""]"	"[""Emma"",""David"",""Fiona"",""Cathy"",""Frank"",""Diana""]"	"[""Albert"",""Bob"",""Barbara"",""Ann"",""Calvin"",""Edward""]"	"""M"""	"""55"""	"""6"""	"""English"""	""""""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2WBUNU8LZ6R7UTVW5D48P3VKRZ84KX"	"A2185GWX8KDBDR"	"Approved"	"Thu Mar 20 05:37:39 PDT 2014"	"Wed Mar 19 12:53:08 PDT 2014"	"Wed Mar 19 12:57:39 PDT 2014"	"Wed Mar 19 15:38:38 PDT 2014"	""	""	""	""	"1"	"[0,1,0,0,0,0.225]"	"[0,0.15,0,0,0,0.225]"	"[0.225,0.075,0,0,0,0.3]"	"[0.375,0,0,0,0,0.225]"	"[0.375,0,0,0,0,0.85]"	"[0.575,0,0,0,0,0.35]"	"[0.7,0,0,0,0,0.325]"	"[0.25,0,0,0,0,0.275]"	"[0.25,0,0,0,0,0.275]"	"[0.125,0,0,0,0,0.2]"	"[0,0,1,1,1,0.025]"	"[1,2,3,4,5,6]"	"[""strawberries"",""bananas"",""pies"",""blueberries"",""cookies"",""M&M's""]"	"[10,100,10,100,10,100]"	"[""some"",""some"",""all"",""all"",""all"",""some""]"	"[""Diana"",""David"",""Ann"",""Barbara"",""Emma"",""Frank""]"	"[""Albert"",""Edward"",""Calvin"",""Fiona"",""Cathy"",""Bob""]"	"""F"""	"""65"""	"""4"""	"""english"""	"""That was fun and different, but I'm not sure what it was all about. It seemed so easy, yet.... Thank you for allowing me to participate"""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2M4F0CP5KXPTC08NT374VM7TI9LYX0"	"A18TCR555RWUZV"	"Approved"	"Thu Mar 20 05:37:41 PDT 2014"	"Wed Mar 19 12:51:40 PDT 2014"	"Wed Mar 19 12:57:41 PDT 2014"	"Wed Mar 19 15:38:38 PDT 2014"	""	""	""	""	"1"	"[1,0,0,0,0.75,0]"	"[0.65,0,0,0,0.7,0.05]"	"[0.275,0,0,0.225,0.225,0.1]"	"[0,0,0,0.5,0.1,0.2]"	"[0,0,0,0.575,0,0.375]"	"[0,0,0,0.65,0,0.525]"	"[0,0,0.15,0.575,0,0.65]"	"[0,0,0.275,0.375,0,0.7]"	"[0,0.225,0.45,0.225,0,0.7]"	"[0,0.65,0.575,0.2,0,0.725]"	"[0,1,0.925,0.125,0,0.7]"	"[1,2,3,4,5,6]"	"[""cookies"",""blueberries"",""bananas"",""strawberries"",""pies"",""M&M's""]"	"[100,10,10,10,100,100]"	"[""some"",""all"",""all"",""some"",""some"",""all""]"	"[""Edward"",""Cathy"",""Bob"",""Emma"",""David"",""Barbara""]"	"[""Frank"",""Diana"",""Calvin"",""Albert"",""Fiona"",""Ann""]"	"""M"""	"""35"""	"""6"""	"""English"""	"""interesting!"""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2GMXFCD45XCEN03XJYBIT3TM97EWY4"	"A1GY4Z89KWHWZB"	"Approved"	"Thu Mar 20 05:37:48 PDT 2014"	"Wed Mar 19 12:48:54 PDT 2014"	"Wed Mar 19 12:57:48 PDT 2014"	"Wed Mar 19 15:38:38 PDT 2014"	""	""	""	""	"1"	"[0.775,0.5,0.5,0.5,0.8,0.4]"	"[0.65,0.5,0.5,0.5,0.7,0.7]"	"[0.5,0.5,0.2,0.5,0.5,0.85]"	"[0.325,0.5,0.15,0.5,0.5,0.775]"	"[0.25,0.5,0.1,0.5,0.375,0.575]"	"[0.125,0.5,0.1,0.425,0.35,0.55]"	"[0.125,0.5,0.1,0.375,0.275,0.5]"	"[0.125,0.5,0.1,0.4,0.2,0.5]"	"[0.125,0.5,0.075,0.375,0.15,0.4]"	"[0.1,0.5,0.075,0.375,0.1,0.375]"	"[0.05,0.925,0.05,0.375,0.075,0.325]"	"[1,2,3,4,5,6]"	"[""M&M's"",""bananas"",""pies"",""blueberries"",""strawberries"",""cookies""]"	"[100,10,10,100,100,10]"	"[""some"",""all"",""all"",""all"",""some"",""some""]"	"[""Fiona"",""Bob"",""Edward"",""Emma"",""Ann"",""Cathy""]"	"[""Calvin"",""Frank"",""Barbara"",""Albert"",""David"",""Diana""]"	"""F"""	"""35"""	"""4"""	"""English"""	"""no comment"""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2I3727M0IGFKBQRBUKJVL4VO8XGEZ0"	"A39XQB2LBVF4FF"	"Approved"	"Thu Mar 20 05:41:42 PDT 2014"	"Wed Mar 19 12:57:02 PDT 2014"	"Wed Mar 19 13:01:42 PDT 2014"	"Wed Mar 19 15:38:38 PDT 2014"	""	""	""	""	"1"	"[0.225,0.025,0,0,0,0]"	"[0.5,0.225,0,0,0,0.7]"	"[0.95,0.725,0,0,0,0.825]"	"[0.775,1,0,0,0,1]"	"[0.525,1,0,0,0,0.725]"	"[0.525,1,0,0,0,0.5]"	"[0.225,0.75,0,0,0,0.375]"	"[0.175,0.775,0.25,0.525,0.5,0.225]"	"[0.175,0.5,0.55,0.725,0.75,0.125]"	"[0.175,0.15,0.75,0.875,0.85,0.075]"	"[0,0,1,1,1,0]"	"[1,2,3,4,5,6]"	"[""cookies"",""blueberries"",""bananas"",""pies"",""M&M's"",""strawberries""]"	"[10,10,100,10,100,100]"	"[""some"",""some"",""all"",""all"",""all"",""some""]"	"[""David"",""Frank"",""Ann"",""Calvin"",""Albert"",""Fiona""]"	"[""Cathy"",""Diana"",""Bob"",""Edward"",""Barbara"",""Emma""]"	"""M"""	"""35"""	"""6"""	"""English"""	"""The sliders were a fun tool to use rather than radio buttons like most use. """
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"22LLB3L0FBJ9C11OAOIE1E5X9UJLXX"	"AM2KK02JXXW48"	"Approved"	"Thu Mar 20 05:52:37 PDT 2014"	"Wed Mar 19 13:01:38 PDT 2014"	"Wed Mar 19 13:12:37 PDT 2014"	"Wed Mar 19 15:38:39 PDT 2014"	""	""	""	""	"1"	"[0.25,0.725,0.225,0.225,0.775,0.25]"	"[0.725,0.75,0.175,0.225,0.9,0.25]"	"[0.95,0.85,0.6,0.225,0.775,0.3]"	"[0.725,0.825,0.775,0.35,0.725,0.325]"	"[0.725,0.8,0.85,0.35,0.65,0.375]"	"[0.75,0.9,0.9,0.3,0.65,0.35]"	"[0.725,0.825,1,0.35,0.7,0.35]"	"[0.75,0.875,1,0.35,0.675,0.325]"	"[0.325,0.8,1,0.35,0.675,0.3]"	"[0.3,0.825,1,0.35,0.65,0.65]"	"[0.175,1,1,1,0,1]"	"[1,2,3,4,5,6]"	"[""pies"",""blueberries"",""M&M's"",""bananas"",""strawberries"",""cookies""]"	"[10,10,10,100,100,100]"	"[""some"",""all"",""some"",""all"",""some"",""all""]"	"[""Fiona"",""Bob"",""Calvin"",""Cathy"",""Albert"",""Emma""]"	"[""Diana"",""Ann"",""Frank"",""Edward"",""David"",""Barbara""]"	"""M"""	"""45"""	"""4"""	"""English"""	"""How much food do they eat where you come from?"""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2TEJUNU8LZ6R1D6ANEZDEJ31YAAJ3Q"	"AO0CQ0WT4FT7T"	"Approved"	"Thu Mar 20 06:12:06 PDT 2014"	"Wed Mar 19 12:46:23 PDT 2014"	"Wed Mar 19 13:32:06 PDT 2014"	"Wed Mar 19 15:38:39 PDT 2014"	""	""	""	""	"1"	"[0.95,0.05,0.05,0,0.15,0.05]"	"[0.025,0.275,0.05,0.15,0.3,0.05]"	"[0,0.475,0.05,0.2,0.6,0.075]"	"[0.025,0.7,0.075,0.275,0.775,0.075]"	"[0.025,0.825,0.125,0.375,0.85,0.1]"	"[0.025,0.825,0.2,0.4,0.825,0.1]"	"[0.025,0.625,0.25,0.5,0.55,0.3]"	"[0.025,0.625,0.3,0.65,0.4,0.425]"	"[0,0.3,0.55,0.775,0.15,0.5]"	"[0.025,0.25,0.675,0.875,0.125,0.775]"	"[0,0.05,0.875,0.95,0.125,0.95]"	"[1,2,3,4,5,6]"	"[""bananas"",""blueberries"",""pies"",""strawberries"",""cookies"",""M&M's""]"	"[100,10,100,100,10,10]"	"[""some"",""some"",""all"",""all"",""some"",""all""]"	"[""Diana"",""Bob"",""Edward"",""Frank"",""Cathy"",""Fiona""]"	"[""Barbara"",""David"",""Calvin"",""Emma"",""Ann"",""Albert""]"	"""M"""	"""25"""	"""4"""	"""English"""	""""""
